	seqid	start	end	strand	length	motherlength	neighbor_gene	flag	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head29083	SM_V7_ZW	64260726	64260826	-	100	459	Smp_162380	dir	3898.0		0.0	0.0	64264724.0	64277014.0	+	12290	28.563237278494977	False
head2909	SM_V7_ZW	1896531	1896631	+	100	207	Smp_048540	dir	925.0		0.0	0.0	1897556.0	1910740.0	-	13184	10.835862274846034	False
head29093	SM_V7_ZW	64296673	64296773	+	100	364	Smp_323890	esq	1853.0		0.0	0.0	64278096.0	64294820.0	-	16724	9.067557707588827	False
head29094	SM_V7_1	64299464	64299564	+	100	160	Smp_319790	olap	0.0	0.947167979901	8.650112045741203	0.0	64282720.0	64299647.0	-	16927	17.572967417228824	False
head29099	SM_V7_ZW	64348581	64348681	-	100	271	Smp_162360	dir	1343.0		3.017038490768151		64350024.0	64352840.0	+	2816	1.4299869535402119	False
head29105	SM_V7_ZW	64370131	64370231	+	100	1248	Smp_323900	olap	0.0	0.806241986145	9.854896138044893	0.0	64366234.0	64376123.0	+	9889	55.14339481329635	True
head29113	SM_V7_ZW	64422482	64422582	-	100	121	Smp_074560	dir	7295.0	-0.285483418754	9.982991006913588	0.0	64429877.0	64448440.0	+	18563	62.988752964401925	False
head29119	SM_V7_1	64491335	64491435	+	100	189	Smp_344060	esq	45555.0		5.115941146227108	0.0	64429759.0	64445780.0	+	16021	22.549148861139198	True
head29120	SM_V7_ZW	64490513	64490613	-	100	834	Smp_195060	olap	0.0	-0.408588504955	14.496835053030367	0.0	64484754.0	64494611.0	+	9857	90.13366505403879	False
head29123	SM_V7_ZW	64496214	64496314	-	100	3066	Smp_195060	esq	1603.0		2.779959169219837	0.0	64484754.0	64494611.0	+	9857	90.13366505403879	False
head29125	SM_V7_1	64500979	64501079	+	100	569	Smp_048380	dir	50023.0		0.3068098564629972	0.0	64551102.0	64585505.0	-	34403	0.5560791880057272	False
head29142	SM_V7_1	64556095	64556195	-	100	918	Smp_048380	olap	0.0		3.300008071657502	0.0	64551102.0	64585505.0	-	34403	0.5560791880057272	True
head29152	SM_V7_1	64616366	64616466	-	100	354	Smp_344050	olap	0.0		0.0	0.0	64612025.0	64626523.0	+	14498	0.21027929378538854	False
head29155	SM_V7_ZW	64633533	64633633	-	100	249	Smp_162340	esq	2633.0		1.1493205274507736	0.0	64559474.0	64630900.0	-	71426	0.7093305566944744	True
head29162	SM_V7_ZW	64682212	64682312	-	100	3078	Smp_074510	esq	5278.0		0.0	0.0	64646316.0	64676934.0	-	30618	5.060105545414445	True
head29174	SM_V7_ZW	64758647	64758747	-	100	139	Smp_244240	dir	17523.0		0.0	0.0	64776270.0	64818844.0	-	42574	0.257861955962938	True
head29175	SM_V7_1	64776107	64776207	+	100	3190	Smp_302230	olap	0.0	-0.0863065768587	3.4903431741101674	0.0	64765661.0	64784191.0	-	18530	32.64431136734516	False
head29189	SM_V7_1	64876088	64876188	+	100	728	Smp_048240	olap	0.0		0.5438891780113111	0.0	64857094.0	64878021.0	-	20927	11.38445740307257	False
head2919	SM_V7_7	1912118	1912218	-	100	1126	Smp_130300	olap	0.0	0.941786610598	494.4963847649233	0.0	1872655.0	1931835.0	+	59180	20.26395396116002	False
head292	SM_V7_U003	7336	7436	-	100	988	Smp_331960	dir	36488.0		0.3068098564629972	2.0	43924.0	57912.0	-	13988	0.6795036177572588	True
head29202	SM_V7_ZW	64989667	64989767	+	100	1037	Smp_180030	olap	0.0		0.0	0.0	64984839.0	65002952.0	-	18113	0.023447930661267737	False
head29205	SM_V7_ZW	65039610	65039710	-	100	235	Smp_186920	esq	413.0		0.0	0.0	65038793.0	65039197.0	+	404	0.4466954933041057	False
head29219	SM_V7_ZW	65141274	65141374	+	100	574	Smp_244250	olap	0.0		0.680576371498967	0.0	65056775.0	65179172.0	-	122397	2.2932358928555896	False
head2922	SM_V7_6	1916775	1916875	-	100	717	Smp_074140	olap	0.0		0.3068098564629972	0.0	1912422.0	1935527.0	+	23105	35.00161136059753	False
head29225	SM_V7_ZW	65200578	65200678	-	100	2211	Smp_167810	olap	0.0		0.5438891780113111	0.0	65189676.0	65220320.0	+	30644	2.6473149851478146	False
head29232	SM_V7_ZW	65240931	65241031	+	100	1534	Smp_084140	olap	0.0	0.662823926845	67.39583663328845	0.0	65230396.0	65247810.0	+	17414	28.30503549947863	True
head29240	SM_V7_ZW	65289876	65289976	-	100	198	Smp_167800	olap	0.0	0.10048366605100001	12.034062603530932	0.0	65273767.0	65307761.0	+	33994	12.377337137666611	False
head29243	SM_V7_1	65305544	65305644	-	100	3186	Smp_147890	esq	13432.0		0.0	1.0	65235497.0	65292112.0	-	56615	0.28222347625771527	True
head29244	SM_V7_1	65318891	65318991	-	100	3189	Smp_213930	dir	4124.0		0.0	1.0	65323115.0	65345666.0	+	22551	18.40583694374107	False
head29247	SM_V7_ZW	65348107	65348207	-	100	147	Smp_244190	olap	0.0		0.7283366391155682	0.0	65316067.0	65438387.0	+	122320	0.9198299082999788	False
head29248	SM_V7_ZW	65362304	65362404	+	100	937	Smp_244190	olap	0.0		4.158200096626536	0.0	65316067.0	65438387.0	+	122320	0.9198299082999788	True
head29251	SM_V7_1	65370719	65370819	+	100	149	Smp_344020	olap	0.0	-0.392149293618	3.696193453232199	0.0	65355332.0	65430806.0	-	75474	1.3372351112415826	False
head29259	SM_V7_ZW	65412846	65412946	-	100	1098	Smp_244190	olap	0.0		0.27194458900565555	0.0	65316067.0	65438387.0	+	122320	0.9198299082999788	False
head29265	SM_V7_1	65451160	65451260	+	100	626	Smp_344020	esq	20354.0		1.456130383913771	0.0	65355332.0	65430806.0	-	75474	1.3372351112415826	False
head29271	SM_V7_1	65466090	65466190	+	100	433	Smp_048080	dir	31774.0		0.2043158912466557		65497964.0	65528072.0	-	30108	2.98813525642685	False
head2929	SM_V7_2	1922607	1922707	+	100	828	Smp_327340	dir	371.0		0.27194458900565555	3.0	1923078.0	1928434.0	-	5356	0.09105294620629534	False
head29298	SM_V7_ZW	65582676	65582776	-	100	440	Smp_084090	olap	0.0		0.6423707076387833	0.0	65558667.0	65607665.0	+	48998	5.626530911883731	False
head293	SM_V7_2H012	8114	8214	-	100	214	Smp_320850	olap	0.0		2.3073723127054446	1.0	7336.0	41866.0	+	34530	2.5466717768960514	False
head29307	SM_V7_ZW	65666091	65666191	+	100	3183	Smp_244200	olap	0.0	-0.30989398671	3.782454712367941	0.0	65658392.0	65705473.0	-	47081	3.3653694609911593	False
head29311	SM_V7_1	65678527	65678627	-	100	370	Smp_049270	dir	12949.0		0.3068098564629972	0.0	65691576.0	65728259.0	+	36683	13.612241386052325	False
head29317	SM_V7_ZW	65736729	65736829	+	100	608	Smp_244210	olap	0.0	-0.213081027189	5.920229188940846	0.0	65711956.0	65760548.0	-	48592	8.88821522483821	False
head29320	SM_V7_ZW	65794603	65794703	-	100	2483	Smp_084010	esq	2669.0		0.0	0.0	65775571.0	65791934.0	-	16363	6.175533669287891	True
head29328	SM_V7_ZW	65845030	65845130	-	100	327	Smp_084010	esq	53096.0		0.0	0.0	65775571.0	65791934.0	-	16363	6.175533669287891	True
head29331	SM_V7_1	65872916	65873016	-	100	1301	Smp_200020	olap	0.0	0.374332478524	6.916714249481915	0.0	65869849.0	65905780.0	+	35931	19.32859869042459	False
head29335	SM_V7_ZW	65886010	65886110	+	100	294	Smp_306450	dir	20142.0		0.6423707076387833	0.0	65906252.0	65963854.0	-	57602	0.9873065725334076	False
head29344	SM_V7_ZW	65925435	65925535	+	100	221	Smp_306450	olap	0.0		0.4086317824933114	0.0	65906252.0	65963854.0	-	57602	0.9873065725334076	False
head29349	SM_V7_1	65948434	65948534	+	100	941	Smp_200020	esq	42654.0		0.0	0.0	65869849.0	65905780.0	+	35931	19.32859869042459	True
head29352	SM_V7_1	65961998	65962098	+	100	194	Smp_332590	dir	43034.0		0.0	0.0	66005132.0	66018007.0	+	12875	1.1733052736072445	True
head29353	SM_V7_1	65962192	65962292	-	100	443	Smp_332590	dir	42840.0		1.2272394258519888	0.0	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29355	SM_V7_1	65970667	65970767	-	100	1117	Smp_332590	dir	34365.0		0.6136197129259944	0.0	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29356	SM_V7_ZW	65973741	65973841	-	100	3187	Smp_306450	esq	9887.0		0.3068098564629972	0.0	65906252.0	65963854.0	-	57602	0.9873065725334076	True
head29358	SM_V7_1	66005469	66005569	-	100	172	Smp_332590	olap	0.0		1.2847414152775667	0.0	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29362	SM_V7_1	66069464	66069564	+	100	191	Smp_302360	olap	0.0		1.9078157973509557	0.0	66041860.0	66098095.0	-	56235	18.391622188178214	False
head29365	SM_V7_ZW	66077422	66077522	+	100	571	Smp_055870	olap	0.0	0.273913168364	2.959399081476536	0.0	66038828.0	66116286.0	+	77458	13.601279491773983	True
head29366	SM_V7_1	66085832	66085932	+	100	222	Smp_302360	olap	0.0		0.8158337670169666	0.0	66041860.0	66098095.0	-	56235	18.391622188178214	False
head29370	SM_V7_ZW	66100022	66100122	+	100	1216	Smp_055870	olap	0.0		6.1166101672632545	0.0	66038828.0	66116286.0	+	77458	13.601279491773983	True
head29372	SM_V7_1	66111984	66112084	+	100	346	Smp_302370	olap	0.0		1.6665328014912748	0.0	66101094.0	66138765.0	-	37671	10.525835222026487	False
head29374	SM_V7_1	66146082	66146182	+	100	235	Smp_148590	olap	0.0		6.78337781578453	0.0	66140089.0	66150954.0	+	10865	3.7372622796883883	True
head29388	SM_V7_1	66343344	66343444	-	100	106	Smp_344120	dir	4000.0		0.8466865988854391	0.0	66347444.0	66368230.0	+	20786	0.2323212789023441	False
head29389	SM_V7_ZW	66347178	66347278	-	100	191	Smp_151930	olap	0.0		1.1493205274507736	0.0	66339269.0	66353374.0	+	14105	0.7700314746455501	False
head2939	SM_V7_1	1926742	1926842	+	100	223	Smp_311250	esq	88222.0		0.0	3.0	1829088.0	1838520.0	+	9432	0.1986296483231524	True
head29392	SM_V7_1	66369745	66369845	-	100	3186	Smp_344120	esq	1515.0		0.0	0.0	66347444.0	66368230.0	+	20786	0.2323212789023441	False
head294	SM_V7_ZWH011	8711	8811	+	100	247					0.0	1.0						False
head29401	SM_V7_1	66485820	66485920	+	100	546	Smp_049500	olap	0.0	0.623144476517	36.350714247318265	0.0	66467952.0	66486910.0	-	18958	45.67178624348519	False
head29404	SM_V7_ZW	66517813	66517913	+	100	110	Smp_142320	olap	0.0		2.859664718669551	0.0	66498439.0	66547461.0	+	49022	6.6516994946214725	True
head29418	SM_V7_ZW	66652054	66652154	+	100	67	Smp_085380	olap	0.0	0.38881371741400006	102.27889620854292	0.0	66641503.0	66671565.0	-	30062	19.39327806712424	False
head29419	SM_V7_1	66660183	66660283	-	100	560	Smp_319870	esq	595.0		0.0	0.0	66639634.0	66659588.0	+	19954	0.18013639944591775	False
head29429	SM_V7_ZW	66706892	66706992	-	100	411	Smp_146430	dir	3787.0		3.0231065888392084	1.0	66710779.0	66742797.0	-	32018	13.416700698575394	True
head29430	SM_V7_1	66709612	66709712	+	100	188	Smp_344130	olap	0.0		0.0	0.0	66704486.0	66738559.0	-	34073	0.23567052210104386	False
head29437	SM_V7_ZW	66765128	66765228	-	100	3184	Smp_335170	esq	11783.0		1.3536364186974292	0.0	66742883.0	66753345.0	-	10462	2.8770202400634535	True
head2944	SM_V7_6	1938847	1938947	+	100	578	Smp_074140	esq	3320.0		7.401624448913942	0.0	1912422.0	1935527.0	+	23105	35.00161136059753	True
head29450	SM_V7_1	66830101	66830201	+	100	690	Smp_049580	esq	14503.0		4.07478111815733	0.0	66789269.0	66815598.0	-	26329	5.655287175050714	False
head29452	SM_V7_1	66838526	66838626	+	100	222	Smp_049600	dir	16117.0		0.0	0.0	66854743.0	66863744.0	-	9001	63.238122003412954	False
head29463	SM_V7_ZW	66897771	66897871	+	100	368	Smp_153110	dir	3187.0	0.467279666411	6.719766568602582	0.0	66901058.0	66934443.0	+	33385	2.9774172239535734	True
head29469	SM_V7_ZW	66934870	66934970	+	100	411	Smp_153110	esq	427.0	0.322606713757	8.689287100471306	1.0	66901058.0	66934443.0	+	33385	2.9774172239535734	True
head29477	SM_V7_1	66973262	66973362	-	100	871	Smp_148720	esq	4117.0		0.0	0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29479	SM_V7_1	66975358	66975458	-	100	270	Smp_148720	esq	6213.0		0.0	0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29481	SM_V7_1	66991897	66991997	-	100	3183	Smp_148720	esq	22752.0		0.0	0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29488	SM_V7_ZW	67017225	67017325	+	100	293	Smp_130600	esq	5630.0		2.069750096839765	0.0	66983276.0	67011595.0	-	28319	50.67245542063266	False
head29489	SM_V7_ZW	67020925	67021025	+	100	262	Smp_130600	esq	9330.0		0.0	0.0	66983276.0	67011595.0	-	28319	50.67245542063266	False
head29492	SM_V7_1	67025397	67025497	+	100	551	Smp_187800	dir	12991.0		0.0	0.0	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head29499	SM_V7_ZW	67056492	67056592	+	100	1132	Smp_130580	dir	2530.0		1.456130383913771	0.0	67059122.0	67076984.0	-	17862	10.429249160559557	False
head29500	SM_V7_1	67057836	67057936	-	100	678	Smp_187800	olap	0.0		0.0	0.0	67038488.0	67232402.0	+	193914	0.8048217991350626	False
head29503	SM_V7_1	67085586	67085686	+	100	1247	Smp_187800	olap	0.0		0.9491805641017805	0.0	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head29504	SM_V7_1	67096628	67096728	-	100	1118	Smp_187800	olap	0.0		0.3068098564629972	0.0	67038488.0	67232402.0	+	193914	0.8048217991350626	False
head29507	SM_V7_1	67107642	67107742	+	100	670	Smp_187800	olap	0.0		0.0	0.0	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head2951	SM_V7_7	1942701	1942801	-	100	478	Smp_130300	esq	10866.0		2.3510446373189238	0.0	1872655.0	1931835.0	+	59180	20.26395396116002	False
head29520	SM_V7_ZW	67170192	67170292	+	100	527	Smp_244080	olap	0.0		4.939516522638156	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29538	SM_V7_ZW	67260624	67260724	+	100	166	Smp_244080	olap	0.0		1.2746608816176401	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29539	SM_V7_1	67265612	67265712	-	100	383	Smp_049740	olap	0.0		0.2043158912466557	0.0	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29543	SM_V7_ZW	67295547	67295647	+	100	572	Smp_244080	olap	0.0		1.4858349725084503	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29544	SM_V7_ZW	67311313	67311413	+	100	238	Smp_244080	olap	0.0		0.5438891780113111	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29546	SM_V7_1	67323277	67323377	-	100	308	Smp_049740	olap	0.0		1.0215794562332785	0.0	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29547	SM_V7_1	67323907	67324007	-	100	321	Smp_049740	olap	0.0	0.291867632135	15.261905645599489	0.0	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29549	SM_V7_ZW	67334580	67334680	+	100	3183	Smp_244080	esq	9526.0	0.350245799448	5.033631295453066	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29550	SM_V7_ZW	67335547	67335647	-	100	418	Smp_244080	esq	10493.0		1.1493205274507736	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	True
head29551	SM_V7_ZW	67345760	67345860	+	100	234	Smp_244080	esq	20706.0	0.236595815205	4.416187230643979	0.0	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29552	SM_V7_ZW	67360652	67360752	+	100	75	Smp_130540	dir	31196.0		2.823369653242553	0.0	67391948.0	67419975.0	+	28027	24.60576956310105	True
head29554	SM_V7_ZW	67369360	67369460	-	100	551	Smp_130540	dir	22488.0	0.382845221967	8.216409036967896	0.0	67391948.0	67419975.0	+	28027	24.60576956310105	False
head29555	SM_V7_1	67382930	67383030	-	100	155	Smp_059820	esq	2426.0		7.437443310253173	0.0	67362639.0	67380504.0	-	17865	8.455683319126393	True
head29557	SM_V7_1	67391515	67391615	+	100	1813	Smp_059810	olap	0.0	0.251321666393	11.998502601745523	0.0	67389064.0	67399794.0	-	10730	20.002737767152844	False
head29559	SM_V7_ZW	67420138	67420238	-	100	380	Smp_130540	esq	163.0		2.3183973045891406	0.0	67391948.0	67419975.0	+	28027	24.60576956310105	False
head29561	SM_V7_1	67429804	67429904	+	100	1009	Smp_302450	esq	1472.0		1.768354727521589	1.0	67404518.0	67428332.0	+	23814	1.2662455293086041	True
head29565	SM_V7_1	67496931	67497031	+	100	1009	Smp_302480	esq	1414.0		0.0	1.0	67490730.0	67495517.0	+	4787	7.610502568746805	True
head29572	SM_V7_1	67552243	67552343	+	100	357	Smp_059780	esq	6697.0		0.0	0.0	67526389.0	67545546.0	-	19157	14.283509310327272	False
head29573	SM_V7_ZW	67557372	67557472	+	100	52	Smp_342500	dir	36375.0		0.0	0.0	67593847.0	67600944.0	-	7097	9.401187067883193	False
head29579	SM_V7_1	67587707	67587807	+	100	908	Smp_093710	dir	263.0		0.0	0.0	67588070.0	67589603.0	+	1533	5.867851119414491	True
head29580	SM_V7_ZW	67588282	67588382	-	100	323	Smp_342500	dir	5465.0		2.4232508268819895	0.0	67593847.0	67600944.0	-	7097	9.401187067883193	True
head29582	SM_V7_ZW	67612041	67612141	-	100	513	Smp_130500	dir	5324.0		1.762940240376768	0.0	67617465.0	67625974.0	-	8509	2.8780438598568088	True
head29587	SM_V7_ZW	67675112	67675212	-	100	1612	Smp_130480	olap	0.0		1.1493205274507736	0.0	67657958.0	67690841.0	+	32883	9.139512524531803	False
head29593	SM_V7_1	67718046	67718146	-	100	824	Smp_213960	olap	0.0	0.8323695130840001	108.69343209689848	0.0	67700260.0	67719554.0	+	19294	20.14989715548989	False
head29599	SM_V7_ZW	67782128	67782228	+	100	551	Smp_130460	olap	0.0	0.942604307389	30.704169690764033	0.0	67760317.0	67782970.0	+	22653	8.840211052230304	True
head29600	SM_V7_1	67783538	67783638	+	100	737	Smp_158560	dir	5572.0		0.0	0.0	67789210.0	67856434.0	+	67224	22.730931917980023	True
head29606	SM_V7_1	67810398	67810498	-	100	282	Smp_158560	olap	0.0	-0.182414307337	18.84771135832305	0.0	67789210.0	67856434.0	+	67224	22.730931917980023	False
head29607	SM_V7_ZW	67846998	67847098	-	100	1021	Smp_130440	olap	0.0	-0.244549090946	4.371895040452947	0.0	67824878.0	67939330.0	+	114452	4.10540790968109	False
head29611	SM_V7_ZW	67878169	67878269	-	100	223	Smp_130440	olap	0.0		0.0	0.0	67824878.0	67939330.0	+	114452	4.10540790968109	False
head2962	SM_V7_ZW	1945128	1945228	-	100	500	Smp_048520	dir	1650.0	-0.06937398101350001	3.3571463968527966	0.0	1946878.0	1958790.0	-	11912	15.151064346564942	True
head29621	SM_V7_ZW	68011409	68011509	+	100	1605	Smp_306610	olap	0.0		0.0	0.0	67984629.0	68015662.0	-	31033	0.7224859689809411	False
head29633	SM_V7_1	68087117	68087217	-	100	370	Smp_158540	esq	8761.0		1.7711286038632998	0.0	68076693.0	68078356.0	+	1663	0.079721079112272	False
head29639	SM_V7_ZW	68116110	68116210	+	100	1394	Smp_333240	esq	14818.0		0.6129476737399671	0.0	68082942.0	68101292.0	-	18350	2.626889815861337	False
head29651	SM_V7_ZW	68152023	68152123	-	100	314	Smp_266810	olap	0.0		4.753119906605525	0.0	68148046.0	68167642.0	-	19596	5.800990278614974	True
head29655	SM_V7_1	68160823	68160923	-	100	315	Smp_154730	dir	35043.0		0.0	0.0	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29656	SM_V7_1	68163452	68163552	-	100	477	Smp_154730	dir	32414.0		0.0	0.0	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29661	SM_V7_1	68192969	68193069	+	100	3186	Smp_154730	dir	2897.0		0.0	0.0	68195966.0	68269169.0	+	73203	3.421824214577828	True
head29664	SM_V7_1	68208967	68209067	-	100	789	Smp_154730	olap	0.0		2.1463249168689256	0.0	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29666	SM_V7_1	68226332	68226432	-	100	208	Smp_154730	olap	0.0	0.37374181528800005	3.051975645939067	0.0	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29672	SM_V7_ZW	68283186	68283286	+	100	1394	Smp_306630	olap	0.0	0.9618498545640001	122.3300599555415	0.0	68243044.0	68302379.0	+	59335	7.226775850485415	True
head29678	SM_V7_1	68340588	68340688	+	100	733	Smp_154740	dir	74.0		0.6136197129259944	0.0	68340762.0	68347726.0	-	6964	5.553268249260016	False
head29681	SM_V7_1	68363541	68363641	+	100	240	Smp_210380	olap	0.0	0.392186900102	29.00206972237179	0.0	68356750.0	68366504.0	+	9754	20.779238053425598	True
head29687	SM_V7_ZW	68390987	68391087	+	100	314	Smp_242930	esq	4362.0	-0.0368509514789	3.864781728332164	0.0	68375304.0	68386625.0	+	11321	17.85281764004978	True
head2969	SM_V7_6	1954534	1954634	-	100	324	Smp_074150	olap	0.0		0.8531340989650689	0.0	1945757.0	1985051.0	+	39294	6.10412575642569	False
head29694	SM_V7_1	68429799	68429899	+	100	660	Smp_154760	olap	0.0		0.27194458900565555	0.0	68415660.0	68494591.0	+	78931	6.240098360196512	True
head29696	SM_V7_1	68439053	68439153	-	100	88	Smp_154760	olap	0.0		0.0		68415660.0	68494591.0	+	78931	6.240098360196512	False
head29706	SM_V7_ZW	68543331	68543431	+	100	104	Smp_315810	olap	0.0		0.6423707076387833	0.0	68473440.0	68667932.0	-	194492	6.080712215050713	False
head2971	SM_V7_3	1954733	1954833	-	100	2779	Smp_160000	dir	3587.0		0.0	0.0	1958420.0	1990640.0	+	32220	45.35625472244236	False
head29712	SM_V7_1	68590207	68590307	-	100	279	Smp_060750	olap	0.0		2.150144649889363	0.0	68589030.0	68604700.0	+	15670	0.4238108205393827	False
head29714	SM_V7_1	68597832	68597932	+	100	340	Smp_060750	olap	0.0		0.0	0.0	68589030.0	68604700.0	+	15670	0.4238108205393827	True
head29718	SM_V7_1	68603319	68603419	+	100	123	Smp_060750	olap	0.0		0.0	0.0	68589030.0	68604700.0	+	15670	0.4238108205393827	True
head29726	SM_V7_1	68679104	68679204	-	100	120	Smp_247220	olap	0.0		1.838843021219901	0.0	68636980.0	68710869.0	+	73889	3.095136085603839	False
head29728	SM_V7_1	68703349	68703449	+	100	355	Smp_247220	olap	0.0	0.552948762947	64.79045358113899	0.0	68636980.0	68710869.0	+	73889	3.095136085603839	True
head29732	SM_V7_ZW	68724032	68724132	-	100	243	Smp_168660	esq	9078.0		0.0	0.0	68688312.0	68714954.0	+	26642	17.95169898095837	False
head29733	SM_V7_1	68726314	68726414	-	100	1281	Smp_344660	olap	0.0		0.2043158912466557	0.0	68723860.0	68730898.0	+	7038	0.2905939256109393	False
head29743	SM_V7_ZW	68735973	68736073	-	100	467	Smp_168670	dir	7359.0		0.0	0.0	68743432.0	68817649.0	+	74217	1.1894094369684571	False
head29745	SM_V7_1	68740805	68740905	+	100	513	Smp_168270	olap	0.0		1.624432764429292	0.0	68735185.0	68761796.0	-	26611	2.417898501671164	False
